,FILENAME,TEXT,ANNOTATION,START,END,SPEAKER
454,20211108155740hjl5alMAYXX.csv,"Ja, das is immer gut, gell, // so Vitamin B, wie man so schön sagt, kann durchaus schon mal hilfreich sein. Auf der anderen Seite, sag ich in dem Zusammenhang auch immer gerne, is natürlich auch 'n Risiko für den, der 'n Wort für Sie eingelegt hat. Wenn Sie vermasseln, is natürlich immer 'n bisschen, ne, dann fällt <dialect>das</dialect> auch immer gleich so 'n bisschen auf denjenigen zurück. Ähm, das is dann natürlich so 'n bisschen, dann kann man natürlich auch vielleicht so 'ne Beziehung, die man miteinander hat, also <dialect>nicht</dialect> 'ne Partnerschaft, sondern vielleicht 'ne freundschaftliche oder so dann auch schon mal gestört werden.",0,00:03:31:00,00:04:03:14,Mitarbeiterin1
455,20211108155740hjl5alMAYXX.csv,Ja das stimmt allerdings.,0,00:04:03:19,00:04:04:25,Kunde
456,20211108155740hjl5alMAYXX.csv,"Und das is dann immer so die andere Sache, kommt auch drauf an, wie die Firma so da so drauf reagiert, ne.",0,00:04:04:42,00:04:09:41,Mitarbeiterin1
457,20211108155740hjl5alMAYXX.csv,"Ja, aber er weiß ja an sich, dass ich immer zuverlässig bin und ich auch, äh, auch gut arbeite. Also den- bin ich da positiv gestimmt in der Hinsicht.",0,00:04:09:78,00:04:18:92,Kunde
458,20211108155740hjl5alMAYXX.csv,"Ja, hoffentlich, ne. Weil es is ja jetzt, äh, wär ja schon gut, wenn Sie jetzt auch Fuß fassen würden und ähm //",0,00:04:19:39,00:04:28:32,Mitarbeiterin1
459,20211108155740hjl5alMAYXX.csv,(unv.),0,00:04:28:32,00:04:28:60,Kunde
460,20211108155740hjl5alMAYXX.csv,"// nicht mehr so lange darüber sprechen müssen, ne, welche Strategie fahren wir jetzt und woran könnt's jetzt liegen, und so weiter, dass man da auch, ähm, ja dass Sie mal wieder, ähm, 'ne feste Zusage haben, ne. Und nich nur die Eisen im Feuer und mal warten und gucken, nene, wa- wissen nich so richtig was los ist. Mh, weiß natürlich nich, ob das jetzt verträglich wär mit dem, mit dem Minijob, ob sich das zur gleichen Zeit jetzt abspielen würde.",0,00:04:28:60,00:04:54:80,Mitarbeiterin1
461,20211108155740hjl5alMAYXX.csv,"Ja, deswegen, ähm, ich hab aber auch schon im Minijob gesagt, wenn ich, äh, wenn ich bis dahin 'ne andere feste Anstellung habe, dass, äh, ich das dann natürlich nich machen kann, und he, dass das mir dann wichtiger is, he he.",0,00:04:54:95,00:05:06:89,Kunde
462,20211108155740hjl5alMAYXX.csv,"Ja, find ich auch.",0,00:05:07:19,00:05:08:04,Mitarbeiterin1
463,20211108155740hjl5alMAYXX.csv,Ja.,0,00:05:08:47,00:05:08:54,Kunde
464,20211108155740hjl5alMAYXX.csv,"So sollten Sie auch denken, also 'ne, weil da haben Sie ja im Endeffekt mehr von.",0,00:05:08:76,00:05:12:58,Mitarbeiterin1
465,20211108155740hjl5alMAYXX.csv,Mhm (bejahend).,0,00:05:12:58,00:05:12:85,Kunde
466,20211108155740hjl5alMAYXX.csv,"Wenn Sie nix haben, klar, kann man <dialect>das</dialect> schon machen.",0,00:05:14:45,00:05:16:97,Mitarbeiterin1
467,20211108155740hjl5alMAYXX.csv,Ja.,0,00:05:17:47,00:05:17:57,Kunde
468,20211108155740hjl5alMAYXX.csv,"Ne, für den Übergang, dann hat man wenigstens da 'n bisschen Beschäftigung. Aber wenn Sie da die Zusage von [Firma1] oder 'ner anderen Firma bekommen können, dann fänd ich's auch gut, wenn Sie dann da zuschnappen.",0,00:05:18:29,00:05:28:98,Mitarbeiterin1
469,20211108155740hjl5alMAYXX.csv,"Ja, definitiv.",0,00:05:29:35,00:05:30:82,Kunde
470,20211108155740hjl5alMAYXX.csv,"Ah ja, gut. So, gibt's sonst irgendwie Änderungen, oder?",0,00:05:31:48,00:05:35:72,Mitarbeiterin1
471,20211108155740hjl5alMAYXX.csv,"Äh, nein, is alles gut, is keine größere Änderungen.",0,00:05:37:02,00:05:38:80,Kunde
472,20211108155740hjl5alMAYXX.csv,"Ja. Gut. Ja, die Bewerbungsbemühungen hatt ich ja schon bekommen. Is jetzt halt nur die Frage, gut, die Bewerbung geben Sie jetzt erst ab, haben Sie gesagt, ne?",0,00:05:41:19,00:05:51:54,Mitarbeiterin1
473,20211108155740hjl5alMAYXX.csv,Genau.,0,00:05:51:55,00:05:51:57,Kunde
474,20211108155740hjl5alMAYXX.csv,"Für die [Firma1], das is ganz aktuell, ne. Und die andere Sache wär ja dann hauptsächlich wahrscheinlich im Dezember, ne?",0,00:05:51:60,00:05:58:48,Mitarbeiterin1
475,20211108155740hjl5alMAYXX.csv,Genau.,0,00:05:58:48,00:06:00:64,Kunde
476,20211108155740hjl5alMAYXX.csv,So oder jetzt so Ende (übersprechen),0,00:06:00:66,00:06:02:54,Mitarbeiterin1
477,20211108155740hjl5alMAYXX.csv,"Ja also wie gesagt, 19., 20. is, äh, soll ich zum ersten Mal dann vorbeikommen. <dialect>Das</dialect>, äh, bezeichne ich dann sozusagen als Probearbeiten am ersten, zweiten Tag, damit die Angelegenheit geklärt werden mit dem Anmelden und alles. Also das wert ich dann noch nich als feste Anstellung für den Rest des Jahres",0,00:06:02:55,00:06:17:39,Kunde
478,20211108155740hjl5alMAYXX.csv,"Da müssen Sie dann da hinfahren zu dem, oder, äh, also.",0,00:06:18:76,00:06:20:32,Mitarbeiterin1
479,20211108155740hjl5alMAYXX.csv,Ja.,0,00:06:20:32,00:06:22:29,Kunde
480,20211108155740hjl5alMAYXX.csv,Wo war das noch mal in welchem Ort?,0,00:06:22:35,00:06:23:00,Mitarbeiterin1
481,20211108155740hjl5alMAYXX.csv,"In [Ortsname2]. Und, äh, und meine Mutter und mein Vater wohnen beide in [Ortsname2].",0,00:06:24:45,00:06:30:13,Kunde
482,20211108155740hjl5alMAYXX.csv,Ah so. Mhm (bejahend).,0,00:06:30:16,00:06:30:66,Mitarbeiterin1
483,20211108155740hjl5alMAYXX.csv,"Äh, und da ist / auf jeden Fall kann ich auf jeden Fall übernachten da für die Zeit.",0,00:06:30:67,00:06:32:80,Kunde
484,20211108155740hjl5alMAYXX.csv,"Ah so, okay. Weil das wär ja sonst viele hin- und her Kurverei, ne.",0,00:06:33:30,00:06:36:89,Mitarbeiterin1
485,20211108155740hjl5alMAYXX.csv,Ja genau.,0,00:06:36:89,00:06:38:20,Kunde
486,20211108155740hjl5alMAYXX.csv,"Gut, weiß jetz <dialect>nicht</dialect>, ob da ja, ob Sie da ja dann jedem Tag stehen.",0,00:06:38:23,00:06:41:17,Mitarbeiterin1
487,20211108155740hjl5alMAYXX.csv,"Ja, so ziemlich, also geht ja hauptsächlich darum, es is ja, ähm, wie soll ich das am besten erklären, das is, ähm, bei uns ausm Dorf werden halt sehr viele Tannenbäume gekauft und alles, weil das gibt's ja plantagenweise voll. Und, äh, es sind ja jetzt, glaub ich, zwei oder drei Leute in unserem Dorf, die das auch machen. Und, ähm, da is, ich hab auch schon gesehen, das sind große Felder, da muss ich halt die Bäume absägen, die rausziehen und dann, äh, werden die eingenetzt und später dann woanders aufgeladen, weil auch andere große Firmen kaufen ja auch die Bäume.",0,00:06:42:72,00:07:16:60,Kunde
488,20211108155740hjl5alMAYXX.csv,"Mhm, mhm (bejahend). Bestellen da 'ne gewisse Anzahl oder was, // und in 'ner gewissen Größe",0,00:07:16:92,00:07:19:33,Mitarbeiterin1
489,20211108155740hjl5alMAYXX.csv,"224 // oder ja. Und das wird dann immer so abgeklärt und die restlichen werden dann / zum Beispiel hat der sich auch 'n Stand gemietet schon seit Jahren, und da wird dann halt der Rest verkäuft, äh, verkauft.",0,00:07:19:33,00:07:31:27,Kunde
490,20211108155740hjl5alMAYXX.csv,"Ja, okay. Ja, ah ja. Ah ja gut, also da wird ma ja wahrscheinlich schon die ganze Zeit jetzt, Vorweihnachtszeit / Und es is ja schon Ende November, is ja schon der erste Advent. Wenn jetzt 'ne Firma vielleicht da was aufstellen will, dann, äh, machen die das ja wahrscheinlich jetzt auch schon vor dem ersten Advent, ge. Na gut das darf wahrscheinlich direkt schon losgehen.",0,00:07:31:55,00:07:49:88,Mitarbeiterin1
491,20211108155740hjl5alMAYXX.csv,Mhm (bejahend).,0,00:07:50:92,00:07:51:10,Kunde
492,20211108155740hjl5alMAYXX.csv,"Denk ich mal. Privatleute warten wahrscheinlich noch 'n bisschen oder suchen vielleicht nur mal aus und machen 'n Fähnchen dran. Ah ja gut, weil Sie auch keinen Führerschein haben, das hatt ich nämlich eben richtig im Kopf. Ja, ne, schon blöd. Gut. Is dann auch in Ordnung für uns. Also wenn, solang Sie jetzt auch mal telefonisch erreichbar sind. Also normalerweise is es so, dass man immer am Wohnort erreichbar sein muss, also an Ihrer Wohnadresse, aber Sie kommen ja dann auch wahrscheinlich zwischendurch vielleicht mal zurück, oder, ähm?",0,00:07:51:11,00:08:18:32,Mitarbeiterin1
493,20211108155740hjl5alMAYXX.csv,"Ja, äh, also auf jeden Fall Wochenende.",0,00:08:18:76,00:08:21:00,Kunde
494,20211108155740hjl5alMAYXX.csv,"Also sind telefonisch erreichbar mal, ne.",0,00:08:21:20,00:08:22:82,Mitarbeiterin1
495,20211108155740hjl5alMAYXX.csv,"Ja, und, äh, ich hab halt jetzt nur 'nen Festnetzanschluss daheim, der is aber / letztens is mir das Telefon / dabei hat es Wackelkontakt gehabt, hat nich richtig geladen und deswegen, immer wenn mich jemand angerufen hat und ich bin drangegangen, dann hat es, is das automatisch ausgegangen. Und jetzt hab ich aber 'n anderes Telefon und das funktioniert jetz einwandfrei.",0,00:08:23:22,00:08:40:66,Kunde
496,20211108155740hjl5alMAYXX.csv,Das is aber auch Festnetz.,0,00:08:40:67,00:08:42:44,Mitarbeiterin1
497,20211108155740hjl5alMAYXX.csv,"Ja genau, das ist aber die selbe Nummer.",0,00:08:42:65,00:08:45:59,Kunde
498,20211108155740hjl5alMAYXX.csv,"Ja, ähm, Handy haben Sie gar keins, oder?",0,00:08:45:59,00:08:47:15,Mitarbeiterin1
499,20211108155740hjl5alMAYXX.csv,"Nein, hab ich nicht.",0,00:08:47:36,00:08:48:20,Kunde
500,20211108155740hjl5alMAYXX.csv,Einer der wenigen.,1,00:08:49:65,00:08:50:47,Mitarbeiterin1
501,20211108155740hjl5alMAYXX.csv,"Mhm (bejahend), hm.",1,00:08:50:52,00:08:50:78,Kunde
502,20211108155740hjl5alMAYXX.csv,Oder?,1,00:08:50:79,00:08:50:90,Mitarbeiterin1
503,20211108155740hjl5alMAYXX.csv,"Ja. Ich hör mir das sehr oft an, he.",1,00:08:52:71,00:08:54:17,Kunde
504,20211108155740hjl5alMAYXX.csv,"Wollen Sie <dialect>nicht</dialect>, oder?",1,00:08:55:69,00:08:56:63,Mitarbeiterin1
505,20211108155740hjl5alMAYXX.csv,"Äh, ich b- t- also mach- / Ich hab mal 'n Handy und dann hab ich dann, sag ich mir selber so, na, ich muss es <dialect>nicht</dialect) haben. Ich muss auch nich die ganze Zeit wie andere dann, dann rumdaddeln und so <dialect>was</dialect>. Da konzentrier ich mich lieber auf wesentlichere Dinge, als mich damit, äh, zu beschäftigen. Is natürlich gut mobil erreichbar zu sein und alles, ähm, aber so großer Fan bin ich jetzt auch nich davon, aber ich werd mir jetzt demnächst wieder eins zulegen.",1,00:08:57:53,00:09:24:25,Kunde
506,20211108155740hjl5alMAYXX.csv,"Nö, also wegen mir <dialect>nicht</dialect> also, also muss schon, muss man schon selber wissen, ne, is aber heute halt sehr selten.",1,00:09:27:17,00:09:29:41,Mitarbeiterin1
507,20211108155740hjl5alMAYXX.csv,"Ja, also ich hab damals immer mit Arbeitshandys gearbeitet, das war's dann eigentlich hauptsächlich, wenn ich dann angerufen wurde, so was ja, // war dann nur Arbeits- /",1,00:09:30:15,00:09:37:16,Kunde
508,20211108155740hjl5alMAYXX.csv,"War's dann 'n Firmen, // von der Firma //dann eins,",1,00:09:37:17,00:09:40:17,Mitarbeiterin1
509,20211108155740hjl5alMAYXX.csv,Genau. //,1,00:09:40:21,00:09:40:25,Kunde
510,20211108155740hjl5alMAYXX.csv,"oder wie? Ah ja, okay. Mhm (bejahend).",1,00:09:40:26,00:09:42:11,Mitarbeiterin1
511,20211108155740hjl5alMAYXX.csv,Ja.,1,00:09:42:14,00:09:42:13,Kunde
512,20211108155740hjl5alMAYXX.csv,"Wie gesagt, <dialect>das</dialect> muss jeder selber wissen. Es erleichtert manches mittlerweile, klar. Bei uns is ja auch so, dass wir viele Dokumente, so wie Sie's jetzt gemacht haben, kann man das natürlich runterschreiben, aber Sie, wenn Sie jetzt die Liste noch gehabt hätten, hätten sie vielleicht einfach 'n Foto gemacht und das per E-Mail rübergeschickt, // oder so.",1,00:09:42:15,00:09:55:42,Mitarbeiterin1
513,20211108155740hjl5alMAYXX.csv,"Aber die Liste // hab ich ja dabei, falls Sie /",1,00:09:56:35,00:09:57:66,Kunde
514,20211108155740hjl5alMAYXX.csv,"Oder jetzt auch grad mit Corona, dann braucht man hier 'ne Luca-App und dann braucht man, je nachdem seinen Impfausweis, hat man dann so immer dabei und /",1,00:09:58:32,00:10:04:78,Mitarbeiterin1
515,20211108155740hjl5alMAYXX.csv,"Den Impfausweis hab ich sogar gar nicht dabei, und weil ich kein Handy hab, da hab ich ja nich diesen Code drauf. Aber ich hab halt meinen Impfpass, //",1,00:10:06:96,00:10:12:14,Kunde
516,20211108155740hjl5alMAYXX.csv,"Ja, ja, ja.",1,00:10:12:14,00:10:12:15,Mitarbeiterin1
517,20211108155740hjl5alMAYXX.csv,// aber den lass ich dann meistens dann /,1,00:10:12:15,00:10:13:85,Kunde
518,20211108155740hjl5alMAYXX.csv,"Der zählt ja genauso, ne? Aber man muss halt immer dran denken den auch ähm, bei sich zu haben.",1,00:10:14:11,00:10:17:17,Mitarbeiterin1
519,20211108155740hjl5alMAYXX.csv,"Ja, ich pass halt immer auf, dass ich den dann nich verliere, wenn ich den mitnehm.",1,00:10:17:48,00:10:19:72,Kunde
520,20211108155740hjl5alMAYXX.csv,"Ja, ja, das wär blöd, genau.",1,00:10:19:72,00:10:21:65,Mitarbeiterin1
521,20211108155740hjl5alMAYXX.csv,"Aber dann kommt ja auch jetzt die neue drei-G-Regel und so weiter - das is ja auch wieder (lacht). Ich hatte das aber hier aufgeschrieben, ich hab's aber leider verpasst, ähm, Ihnen den jetzt einzuwerfen, das is das Niedergeschriebene, was ich hatte.",1,00:10:21:65,00:10:33:89,Kunde
522,20211108155740hjl5alMAYXX.csv,"Ach so, das waren die aber, die Sie mir ja jetzt geschickt haben. Ja ja gut, ne, nur dann hätten Sie's jetzt, äh, vielleicht einfach 'n Foto gemacht und hätten das geschickt. So mussten Sie halt noch mal (übersprechen) //",1,00:10:36:07,00:10:44:28,Mitarbeiterin1
523,20211108155740hjl5alMAYXX.csv,(Übersprechen) mitm Handy.,1,00:10:44:28,00:10:44:30,Kunde
524,20211108155740hjl5alMAYXX.csv,"// das hatt ich eben gemeint, ne. Nee, nee, <dialect>das</dialect> brauch ich auch <dialect>nicht</dialect> noch mal, weil das sind ja die Sachen. Genau. Ich hab die, ich hatte das auch selber noch im, äh, Posteingang, weil ich hatte letzte Woche Urlaub, aber das hab ich heut Morgen sogar selber, ähm /",1,00:10:44:32,00:10:56:86,Mitarbeiterin1
525,20211108155740hjl5alMAYXX.csv,"Ja, ich hatte ja nur 'ne E-Mail bekommen, dass, äh, das weitergeleitet wird aber ich weiß halt nich wie, äh, wie zuverlässig das, äh, s- Verteilungssystem ist.(lacht)",1,00:10:56:86,00:11:07:96,Kunde
526,20211108155740hjl5alMAYXX.csv,"Ja, das wird nich automatisch weitergeleitet, das guckt tatsächlich 'ne Person. Also es gibt nur bestimmte Personen, die Zugriff haben auf dieses E-Mail-Postfach, also von unserem Team oben - bin im Team, hier is ein Team hier unten und eins is oben - und das guckt eine Person. Das hat halt den Hintergrund: Klar, ich hab auch 'ne E-Mail-Adresse mit meinem Namen, aber wenn ich jetzt- wie letzte Woche, hab ich Urlaub gehabt - und Sie können ja nich wissen, wann ich Urlaub hab, oder wann ich vielleicht mal krankheitsbedingt ausfalle, und dann is es so, dass man, äh, dass dann die Person, die das schaut, weiß, ob ich da bin oder nicht. Und entweder leitet die, die mir das dann direkt weiter oder normalerweise an den Vertreter, ne? Das is halt / weil sonst würde das unter Umständen mal länger in meinem Eingangs, äh, Bereich da in 'nem, äh, Posteingang in Outlook halt rumschlummern und keiner würde's finden, weil da kommt ja keiner dran, ne? Da kann ich mich ja nur selber anmelden. Und deswegen soll man das immer an das Teampostfach schicken - dann kann die Person auch immer noch mal drauf zurückgreifen, wenn sie's gelöscht hat oder so, und noch mal gucken, ""äh, wann hab ich denn wem was weitergeleitet?"", dann kann man das noch mal nachvollziehen.",1,00:11:07:96,00:12:11:71,Mitarbeiterin1
527,20211108155740hjl5alMAYXX.csv,"Ja, gut.",1,00:12:13:58,00:12:13:66,Kunde
528,20211108155740hjl5alMAYXX.csv,"Na gut, man kann ja auch mal länger ausfallen, ne?",1,00:12:13:67,00:12:15:03,Mitarbeiterin1
529,20211108155740hjl5alMAYXX.csv,"Mhm (bejahend), das stimmt.",1,00:12:16:33,00:12:16:54,Kunde
530,20211108155740hjl5alMAYXX.csv,"Weiß man ja auch <dialect>nicht</dialect>, ne. Das kann ja manchmal dann auch ungeplant sein, ne. Beim Urlaub is es dann so, dass wir natürlich auch Abwesenheitsassistenten schalten, das heißt, man wird automatisch dann per E-Mail informiert, dass derjenige nicht da is und so. Dann denkt man okay, ne, aber wenn, wenn ich das nicht schalten kann, weil ich morgen umfall und im Krankenhaus lieg, dann macht <dialect>das</dialect> ja auch / Also dann wird ma ja nich informiert als Absender, ne?",1,00:12:16:55,00:12:41:34,Mitarbeiterin1
531,20211108155740hjl5alMAYXX.csv,Ja.,1,00:12:41:51,00:12:41:65,Kunde
532,20211108155740hjl5alMAYXX.csv,"Also das is auf jeden Fall schon mal die sicherste Variante, ähm, das auf jeden Fall ans Team past- Postfach zu schicken, weil's dann auf jeden Fall schon mal geguckt wird und weitergeleitet.",0,00:12:42:91,00:12:52:88,Mitarbeiterin1
533,20211108155740hjl5alMAYXX.csv,"Na gut, dann hab ich ja richtig gemacht.",0,00:12:53:40,00:12:54:86,Kunde
534,20211108155740hjl5alMAYXX.csv,"Ja ja, alles richtig, ähm, war nich verkehrt das so zu schreiben, es war halt jetzt doppelt Arbeit, weil Sie haben's für sich dokumentiert und für uns, ähm, ja wenn Sie halt kein /",0,00:12:54:88,00:13:03:28,Mitarbeiterin1
535,20211108155740hjl5alMAYXX.csv,"Aber das war ja auch mein Verschulden. Ich habe ja die Uhrzeit verpasst gehabt und die Woche, da war ich, äh, viel, äh, bei meiner Oma gewesen, weil die krank is und viel Hilfe braucht, und da hab ich nich mehr dran gedacht. Und dann abends, oh, ich muss ja noch die Briefe abgeben, aber da war ja hier schon zu, da war ich hier vorgestehen und wollte eigentlich in Briefkasten werfen, aber der is hier drinnen, und ich komm die Tür nich rein.",0,00:13:03:28,00:13:25:59,Kunde
536,20211108155740hjl5alMAYXX.csv,Ja genau.,0,00:13:25:60,00:13:25:59,Mitarbeiterin1
537,20211108155740hjl5alMAYXX.csv,"Und dann hab ich mir gedacht, gut dann schickst du jetzt 'ne E-Mail ab.",0,00:13:25:61,00:13:27:38,Kunde
538,20211108155740hjl5alMAYXX.csv,"Ja, okay.",0,00:13:28:71,00:13:28:79,Mitarbeiterin1
539,20211108155740hjl5alMAYXX.csv,"Und, äh, die hatt ich ja noch da >dialect>drauf</dialect>.",0,00:13:28:82,00:13:32:59,Kunde
540,20211108155740hjl5alMAYXX.csv,"Genau. Ja ja. Genau. Wir hatten gesagt, dass Sie das dann einreichen, und dann bin mir nich ganz sicher, kann auch sein, da- ich glaub hinterm Haus is auch noch mal 'n Briefkasten, der is immer zugänglich.",0,00:13:32:63,00:13:40:66,Mitarbeiterin1
541,20211108155740hjl5alMAYXX.csv,Ah!,0,00:13:40:69,00:13:40:92,Kunde
542,20211108155740hjl5alMAYXX.csv,"Aber das is quasi, also ich weiß <dialect>nicht</dialect>, ob Sie 'ne Orientierung haben, hier vorne wär's jetz das Forum, hier vorne is der Tedi, also wenn Sie hier so hinters Haus gehen, da is noch mal mal so 'n kleiner Parkplatz, da is, glaub ich, auch noch 'n Briefkasten.",0,00:13:40:94,00:13:51:91,Mitarbeiterin1
543,20211108155740hjl5alMAYXX.csv,"Ah, ich glaub, ich weiß, wo Sie meinen.",0,00:13:51:92,00:13:53:09,Kunde
544,20211108155740hjl5alMAYXX.csv,"Also direkt, äh, ne, vom Markt weggehen, jetzt hier, wo der Laronda is /",0,00:13:53:09,00:13:56:57,Mitarbeiterin1
545,20211108155740hjl5alMAYXX.csv,"Da is ja links, äh, geht's, is da links 'n Parkplatz und weit, ganz weiter oben is, äh, äh, Spielothek, mein ich.",0,00:13:58:55,00:14:03:71,Kunde
546,20211108155740hjl5alMAYXX.csv,Ja.,0,00:14:03:71,00:14:03:76,Mitarbeiterin1
547,20211108155740hjl5alMAYXX.csv,Weiter oben.,0,00:14:04:76,00:14:05:03,Kunde
548,20211108155740hjl5alMAYXX.csv,"Ja, aber das is jetzt schon zu weit. Also Sie müssen hier quasi beim Tedi vorbei gehen, Laronda diese Straße oder das is die da, genau und dann gehen Sie, äh, nach dem Tedi, <dialect>was</dialect> is denn da noch, nix mehr, eigentlich is dann da der Rück- äh, der Eingang von hinten bei uns. Aber da kommen Sie <dialect>nicht</dialect> hoch, da kommen wir auch <dialect>nicht</dialect> hoch, da kommt man nur mitm gewissen Schlüssel hoch, und dann, äh, gehen Sie links und dann kommen Sie hier direkt is hier so 'n Gitter und da, äh, is auch noch mal 'n Briefkasten.",0,00:14:05:22,00:14:29:51,Mitarbeiterin1
549,20211108155740hjl5alMAYXX.csv,"Ja. Oh gut, dann weiß ich wo Sie meinen. Das is gut zu wissen.",0,00:14:29:51,00:14:31:79,Kunde
550,20211108155740hjl5alMAYXX.csv,"Ja, können Sie ja gucken, da müsste Jobcenter dran stehen. Also nur für den Fall, dass Sie mal nach halb sieben, sieben kommen, weil die Putzfrauen, die sind so lang im Haus und wenn die raus sind, dann tut der, äh, Hausmeister abschließen. Und dann is halt unten bis morgens um 6:00 oder so macht er wieder auf, aber sonst is halt zu.",0,00:14:31:79,00:14:49:33,Mitarbeiterin1
551,20211108155740hjl5alMAYXX.csv,Okay gut.,0,00:14:49:36,00:14:49:45,Kunde
552,20211108155740hjl5alMAYXX.csv,"Ähm, <dialect>gut</dialect>. Ja okay, wie soll ma denn verbleiben. Sie suchen ja dann theoretisch weiter, oder?",0,00:14:49:46,00:14:59:21,Mitarbeiterin1
553,20211108155740hjl5alMAYXX.csv,"Also, dass ich mich auf jeden Fall jetzt noch bei der [Firma1] bewerben will, und dass das, äh, nach meinem Betrachten her, äh, positiv aussieht. Und, ähm, dass ich auf jeden Fall diesen 450-Euro-Basis-Job habe, mh, äh, der an, also Ende November beziehungsweise den fast den ganzen Dezember.",0,00:14:59:27,00:15:18:73,Kunde
554,20211108155740hjl5alMAYXX.csv,"Haben Sie sich denn schon mal damit beschäftigt, was Sie für Aufgaben hätten bei der [Firma1]? Also was die überhaupt machen? Wie das überhaupt /",0,00:15:19:54,00:15:24:97,Mitarbeiterin1
555,20211108155740hjl5alMAYXX.csv,"Ja, das is hauptsächlich mit, äh, ich hab ja auch, äh,",0,00:15:25:40,00:15:29:90,Kunde
556,20211108155740hjl5alMAYXX.csv,Tschulding.,1,00:15:30:09,00:15:31:58,Mitarbeiterin1
557,20211108155740hjl5alMAYXX.csv,Ja das war von draußen.,1,00:15:31:58,00:15:34:01,Kunde
558,20211108155740hjl5alMAYXX.csv,"A- ah, nebenan, ne.",1,00:15:34:02,00:15:37:34,Mitarbeiterin1
559,20211108155740hjl5alMAYXX.csv,"Ja. Ähm, in der [Firma1] da geht's hauptsächlich um Ver- äh, Verpackung, Lagerung, Maschinenführung, und das hab ich ja auch schon, äh, bei dem ECC-Shop in (unv.) gemacht, äh, anderthalb Jahre lang, oder zwei? Und ich hab ja auch schon bei [Firma2] äh, auch, ge- / ach, [Firma2] sag ich schon, bei [Firma3]hab ich ja auch schon gearbeitet, über 'ne Zeitfirma. Und das is halt, äh, meistens immer praktisch dasselbe. Also, äh, einlagern, äh, ähm, LKWs beladen und entladen, äh, Maschinenführung. Das is / Das geht eigentlich in einer Hand, also das is immer dasselbe, nur mit anderen Produkten.(lacht)",0,00:15:37:34,00:16:15:34,Kunde
560,20211108155740hjl5alMAYXX.csv,"Ja, okay.",0,00:16:16:94,00:16:18:34,Mitarbeiterin1
561,20211108155740hjl5alMAYXX.csv,"Ja, also hauptsächlich sind das dann Lagertätigkeiten.",0,00:16:18:35,00:16:20:16,Kunde
562,20211108155740hjl5alMAYXX.csv,"Mhm (bejahend), okay. Ja gut, dann also is das ja was, was Ihnen bekannt is so, ne. Das wär jetzt wahrscheinlich nich unbedingt 'ne neue Tätigkeit.",0,00:16:21:53,00:16:28:98,Mitarbeiterin1
563,20211108155740hjl5alMAYXX.csv,"Na also Maschinen, Instandhaltung und Reinigung und Führung und, äh, im Lagerbereich zu arbeiten hab ich ja schon oft gemacht, also.",0,00:16:29:36,00:16:37:78,Kunde
564,20211108155740hjl5alMAYXX.csv,"Ja ja, wenn <dialect>das</dialect> der Aufgabenbereich is, ich weiß es nich, ähm /",0,00:16:38:90,00:16:41:72,Mitarbeiterin1
565,20211108155740hjl5alMAYXX.csv,"Ja doch, das is das, he, he.",0,00:16:42:17,00:16:45:69,Kunde
566,20211108155740hjl5alMAYXX.csv,"Okay. Ja gut, mit [Firma3], hat sich ja wohl irgendwie auch erledigt, ne.",0,00:16:45:70,00:16:49:16,Mitarbeiterin1
567,20211108155740hjl5alMAYXX.csv,"Ja bei [Firma3] weiß ich selber nicht, nur mit der Zeitfirma, da /",0,00:16:49:16,00:16:53:22,Kunde
568,20211108155740hjl5alMAYXX.csv,"Hier [Firma3]schließt ja definitiv, ne.",0,00:16:53:22,00:16:55:20,Mitarbeiterin1
569,20211108155740hjl5alMAYXX.csv,Ach e- ach wirklich? Das hab ich ja noch gar nich gehört.,0,00:16:56:10,00:16:57:33,Kunde
570,20211108155740hjl5alMAYXX.csv,"Doch doch. Es dauert wohl noch, also dass die schließen, den Standort [Ortsname3] das steht definitiv, da sind ja weit über 300, ähm, Beschäftigte, äh,",0,00:16:57:60,00:17:07:32,Mitarbeiterin1
571,20211108155740hjl5alMAYXX.csv,"Ja, is 'n großer Arbeitgeber.",0,00:17:07:32,00:17:08:25,Kunde
572,20211108155740hjl5alMAYXX.csv,"mhm (bejahend), betroffen die, ja, werden, ich weiß jetzt nicht wohin genau, aber die werden / ob die jetzt ins Ausland gehen. Ich vermute mal.",0,00:17:08:86,00:17:16:41,Mitarbeiterin1
573,20211108155740hjl5alMAYXX.csv,Hm.,0,00:17:16:41,00:17:18:20,Kunde
574,20211108155740hjl5alMAYXX.csv,"Ja. Also von daher wird's jetzt längerfristig auf jeden Fall [Firma3] kein Arbeitgeber der Zukunft in [Ortsname3] sein. Von daher / Und dann geht es nämlich auch wieder 'n bisschen mehr um die Wurst, ne. Sie wissen jetzt alle, dass sie ja irgendwann in 'n paar Monaten ohne Beschäftigung sein werden und das heißt, äh, ja alles was es dort an Beschäftigungen gab, ähm, suchen natürlich jetzt alle auch wieder, ne.",0,00:17:18:21,00:17:40:75,Mitarbeiterin1
575,20211108155740hjl5alMAYXX.csv,"Ja, da ko- da kommt aber viel Arbeit auf Sie zu, glaub ich.",0,00:17:41:34,00:17:43:31,Kunde
